web-scraper-order,web-scraper-start-url,venue,venue-href,tabs,tabs-href,Pos,Num,Driver,Car,Time,Gap,Laps
"1601159239-1876","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1051/belgium/qualifying.html","11","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","null","null","12"
"1601159219-1778","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1052/italy/pit-stop-summary.html","null","31","Esteban
                    Ocon
                    OCO","Renault","25:23.223","null","null"
"1601159375-2598","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-2.html","13","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","1:05.152","+1.492s","23"
"1601159366-2548","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1047/hungary/fastest-laps.html","3","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:18.973","null","null"
"1601159336-2397","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/fastest-laps.html","15","5","Sebastian
                    Vettel
                    VET","Ferrari","1:30.537","null","null"
"1601159283-2111","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1050/spain/race-result.html","12","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","null","null","65"
"1601159193-1626","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","4","Lando
                    Norris
                    NOR","McLaren Renault","21:32.871","null","null"
"1601159222-1798","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1052/italy/fastest-laps.html","13","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","1:24.835","null","null"
"1601159347-2438","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-2.html","18","63","George
                    Russell
                    RUS","Williams Mercedes","","","2"
"1601159326-2322","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/qualifying.html","2","77","Valtteri
                    Bottas
                    BOT","Mercedes","null","null","17"
"1601159246-1924","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1051/belgium/pit-stop-summary.html","null","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","23.477","null","null"
"1601159233-1839","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-2.html","14","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","1:44.896","+1.152s","23"
"1601159366-2551","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1047/hungary/fastest-laps.html","6","55","Carlos
                    Sainz
                    SAI","McLaren Renault","1:19.457","null","null"
"1601159243-1898","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1051/belgium/starting-grid.html","13","16","Charles
                    Leclerc
                    LEC","Ferrari","1:42.996","null","null"
"1601159350-2450","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-3.html","10","3","Daniel
                    Ricciardo
                    RIC","Renault","1:16.508","+1.071s","14"
"1601159168-1458","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1054/russia/qualifying.html","14","63","George
                    Russell
                    RUS","Williams Mercedes","null","null","11"
"1601159375-2596","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-2.html","11","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:04.757","+1.097s","37"
"1601159358-2493","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1047/hungary/starting-grid.html","13","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","1:15.715","null","null"
"1601159283-2101","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1050/spain/race-result.html","2","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","null","null","66"
"1601159382-2638","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1046/austria/starting-grid.html","13","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","1:19.717","null","null"
"1601159179-1496","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-2.html","12","5","Sebastian
                    Vettel
                    VET","Ferrari","1:18.498","+1.509s","39"
"1601159197-1636","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1053/italy/fastest-laps.html","6","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","1:21.164","null","null"
"1601159308-2247","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/fastest-laps.html","7","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:30.092","null","null"
"1601159311-2266","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/race-result.html","6","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","null","null","52"
"1601159362-2544","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/pit-stop-summary.html","null","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","25.767","null","null"
"1601159168-1459","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1054/russia/qualifying.html","15","5","Sebastian
                    Vettel
                    VET","Ferrari","null","null","11"
"1601159239-1867","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1051/belgium/qualifying.html","2","77","Valtteri
                    Bottas
                    BOT","Mercedes","null","null","17"
"1601159369-2574","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1047/hungary/race-result.html","9","55","Carlos
                    Sainz
                    SAI","McLaren Renault","null","null","69"
"1601159222-1800","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1052/italy/fastest-laps.html","15","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","1:24.926","null","null"
"1601159186-1532","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1053/italy/qualifying.html","8","3","Daniel
                    Ricciardo
                    RIC","Renault","null","null","14"
"1601159164-1425","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-3.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:33.279","","16"
"1601159206-1680","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-2.html","12","5","Sebastian
                    Vettel
                    VET","Ferrari","1:21.733","+1.541s","28"
"1601159389-2670","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1046/austria/fastest-laps.html","5","4","Lando
                    Norris
                    NOR","McLaren Renault","1:07.193","null","null"
"1601159293-2146","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-3.html","7","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","1:27.455","+0.834s","12"
"1601159382-2641","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1046/austria/starting-grid.html","16","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","1:21.372","null","null"
"1601159199-1659","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1053/italy/race-result.html","11","63","George
                    Russell
                    RUS","Williams Mercedes","null","null","59"
"1601159375-2602","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-2.html","17","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","1:05.655","+1.995s","49"
"1601159179-1492","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-2.html","8","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:18.244","+1.255s","30"
"1601159276-2047","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1050/spain/pit-stop-summary.html","null","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","22.314","null","null"
"1601159210-1704","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-3.html","16","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","1:21.436","+1.347s","15"
"1601159193-1585","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","23:59.578","null","null"
"1601159296-2177","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/qualifying.html","18","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","null","null","6"
"1601159239-1869","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1051/belgium/qualifying.html","4","3","Daniel
                    Ricciardo
                    RIC","Renault","null","null","11"
"1601159340-2412","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/race-result.html","12","63","George
                    Russell
                    RUS","Williams Mercedes","null","null","52"
"1601159219-1757","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1052/italy/pit-stop-summary.html","null","4","Lando
                    Norris
                    NOR","McLaren Renault","24.612","null","null"
"1601159366-2553","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1047/hungary/fastest-laps.html","8","4","Lando
                    Norris
                    NOR","McLaren Renault","1:19.945","null","null"
"1601159304-2218","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","5","Sebastian
                    Vettel
                    VET","Ferrari","28.167","null","null"
"1601159206-1687","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-2.html","19","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","1:22.825","+2.633s","32"
"1601159301-2180","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/starting-grid.html","1","77","Valtteri
                    Bottas
                    BOT","Mercedes","1:25.154","null","null"
"1601159243-1894","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1051/belgium/starting-grid.html","9","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:42.603","null","null"
"1601159362-2545","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/pit-stop-summary.html","null","44","Lewis
                    Hamilton
                    HAM","Mercedes","22.426","null","null"
"1601159279-2092","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1050/spain/fastest-laps.html","13","4","Lando
                    Norris
                    NOR","McLaren Renault","1:22.392","null","null"
"1601159193-1590","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","63","George
                    Russell
                    RUS","Williams Mercedes","24:07.186","null","null"
"1601159318-2283","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-2.html","3","77","Valtteri
                    Bottas
                    BOT","Mercedes","1:27.431","+0.157s","30"
"1601159366-2564","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1047/hungary/fastest-laps.html","19","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","1:21.198","null","null"
"1601159219-1749","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1052/italy/pit-stop-summary.html","null","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","40.078","null","null"
"1601159212-1709","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1052/italy/qualifying.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","null","null","18"
"1601159197-1633","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1053/italy/fastest-laps.html","3","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","1:20.039","null","null"
"1601159279-2098","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1050/spain/fastest-laps.html","19","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","1:23.474","null","null"
"1601159379-2606","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1046/austria/qualifying.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","null","null","34"
"1601159385-2660","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1046/austria/pit-stop-summary.html","null","4","Lando
                    Norris
                    NOR","McLaren Renault","22.406","null","null"
"1601159326-2336","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/qualifying.html","16","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","null","null","9"
"1601159326-2323","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/qualifying.html","3","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","null","null","15"
"1601159330-2346","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/starting-grid.html","6","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:25.839","null","null"
"1601159161-1420","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-2.html","16","63","George
                    Russell
                    RUS","Williams Mercedes","1:35.575","+2.056s","30"
"1601159243-1897","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1051/belgium/starting-grid.html","12","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:42.745","null","null"
"1601159186-1542","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1053/italy/qualifying.html","18","63","George
                    Russell
                    RUS","Williams Mercedes","null","null","9"
"1601159210-1700","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-3.html","12","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:20.936","+0.847s","14"
"1601159318-2289","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-2.html","9","3","Daniel
                    Ricciardo
                    RIC","Renault","1:28.112","+0.838s","30"
"1601159161-1409","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-2.html","5","4","Lando
                    Norris
                    NOR","McLaren Renault","1:34.847","+1.328s","33"
"1601159385-2650","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1046/austria/pit-stop-summary.html","null","55","Carlos
                    Sainz
                    SAI","McLaren Renault","25.983","null","null"
"1601159279-2080","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1050/spain/fastest-laps.html","1","77","Valtteri
                    Bottas
                    BOT","Mercedes","1:18.183","null","null"
"1601159362-2531","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/pit-stop-summary.html","null","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","22.534","null","null"
"1601159261-1982","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-2.html","18","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","1:18.964","+2.081s","40"
"1601159366-2552","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1047/hungary/fastest-laps.html","7","3","Daniel
                    Ricciardo
                    RIC","Renault","1:19.532","null","null"
"1601159304-2235","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","3","Daniel
                    Ricciardo
                    RIC","Renault","28.057","null","null"
"1601159350-2455","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-3.html","15","8","Romain
                    Grosjean
                    GRO","Haas Ferrari","1:16.866","+1.429s","15"
"1601159193-1583","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","16","Charles
                    Leclerc
                    LEC","Ferrari","23:56.871","null","null"
"1601159206-1681","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-2.html","13","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","1:21.786","+1.594s","32"
"1601159243-1886","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1051/belgium/starting-grid.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:41.252","null","null"
"1601159206-1674","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-2.html","6","55","Carlos
                    Sainz
                    SAI","McLaren Renault","1:21.313","+1.121s","30"
"1601159193-1611","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","3","Daniel
                    Ricciardo
                    RIC","Renault","22.963","null","null"
"1601159311-2265","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/race-result.html","5","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","null","null","52"
